CUSTID,DATE,AMOUNT,NUMPURCHASE
103243,2019-01-30,4530,1
100836,2019-05-06,4130,1
100883,2019-05-01,13575,3
100459,2019-03-04,3010,1
105289,2019-07-17,6592,3
101136,2019-09-21,16740,3
105489,2019-02-23,37890,3
105598,2019-02-09,4640,2
102331,2019-09-14,5240,1
101178,2019-06-19,8170,1
103077,2019-01-17,1273,1
102578,2019-04-15,3056,2
100985,2019-04-29,39019,6
105481,2019-04-21,3605,2
101566,2019-01-05,40470,3
103770,2019-09-03,3027,1
102899,2019-02-06,13896,3
102117,2019-02-16,15900,2
104624,2019-10-02,3167,1
103364,2019-05-01,2995,2
104768,2019-01-18,1960,1
102840,2019-10-26,141780,34
100048,2019-09-13,8900,1
101145,2019-07-21,3450,1
103600,2019-05-24,11040,1
102112,2019-08-05,7900,1
103596,2019-10-20,6621,3
103044,2019-01-05,16890,3
103048,2019-07-27,36800,1
104941,2019-10-19,3781,1
100475,2019-12-11,20860,3
101026,2019-07-03,3810,1
101180,2019-09-04,5400,1
105889,2019-11-08,3500,1
103476,2019-03-12,11250,5
104942,2019-06-29,36000,5
104829,2019-01-13,5000,1
102952,2019-09-15,3860,2
101918,2019-03-05,2136,2
100234,2019-07-20,35588,2
102266,2019-07-13,12804,4
100310,2019-01-06,4780,2
104202,2019-02-11,10760,1
102911,2019-08-14,3324,2
101002,2019-02-02,11837,2
104358,2019-06-05,3940,2
103205,2019-03-10,3315,2
105212,2019-07-04,47200,1
105562,2019-06-19,52500,1
102754,2019-12-25,4085,1
105244,2019-08-13,6804,2
100230,2019-02-13,3180,1
103564,2019-12-24,6100,1
100627,2019-01-23,3564,1
101136,2019-06-04,35188,3
105010,2019-05-19,3200,1
100508,2019-01-05,5833,4
102968,2019-08-28,8700,1
100616,2019-10-01,12950,3
103285,2019-05-06,37107,8
104671,2019-06-12,4800,1
103762,2019-05-01,5880,3
101666,2019-08-14,3490,2
104247,2019-11-18,15224,2
103566,2019-10-02,4000,1
105221,2019-01-01,14250,1
100757,2019-09-18,5600,2
100957,2019-04-24,17552,2
100702,2019-11-21,3069,1
102256,2019-09-12,70734,10
103455,2019-07-18,12014,2
104761,2019-05-24,3562,2
104655,2019-10-08,12140,4
103048,2019-04-10,1000,1
104949,2019-05-04,3880,1
100381,2019-02-17,5346,1
102645,2019-12-26,6568,4
101937,2019-06-18,41418,1
101735,2019-07-08,5600,1
103998,2019-10-27,3700,2
104017,2019-08-14,9981,1
100475,2019-08-26,6416,2
102485,2019-01-21,3360,2
101180,2019-05-19,3960,1
100622,2019-12-28,3673,2
101624,2019-04-24,2800,1
104942,2019-03-12,4700,1
105530,2019-03-16,4450,1
103400,2019-12-15,3322,2
103771,2019-01-13,13056,2
100303,2019-12-22,7776,1
103272,2019-04-11,8328,3
101210,2019-02-20,12800,1
104369,2019-02-19,4400,2
102064,2019-03-19,5940,1
105974,2019-02-24,4247,3
100891,2019-12-07,4090,3
100204,2019-10-14,17250,1
105962,2019-04-09,7380,2
103503,2019-03-08,3889,2
100042,2019-10-11,3843,2
102948,2019-01-19,5780,2
104350,2019-12-27,18298,3
102786,2019-01-16,7430,2
101285,2019-12-18,10110,2
105097,2019-11-20,11344,2
102535,2019-06-05,1026,1
100076,2019-05-04,4960,2
100730,2019-10-29,2670,2
101323,2019-07-21,4290,2
102933,2019-12-05,2842,2
101673,2019-07-04,14614,1
102976,2019-08-15,5100,2
103983,2019-10-18,7820,1
103881,2019-01-15,4040,3
101921,2019-08-27,11180,5
104371,2019-05-04,32126,2
104258,2019-03-08,13926,1
105529,2019-12-13,5942,2
100610,2019-03-21,1860,1
102767,2019-11-24,4165,3
103720,2019-05-11,4930,2
102207,2019-05-21,3840,1
102288,2019-01-02,15162,4
104261,2019-09-10,9600,1
102003,2019-10-05,5320,1
105312,2019-09-10,10020,4
105796,2019-09-05,10767,4
104120,2019-04-28,10685,2
100642,2019-11-30,8550,1
100491,2019-03-03,4600,1
101306,2019-11-25,7538,1
101192,2019-08-23,1780,1
105745,2019-11-03,17164,6
105004,2019-07-25,12080,2
104949,2019-09-28,3898,3
102187,2019-09-07,9917,3
103980,2019-08-24,2349,2
102583,2019-01-27,9050,2
105556,2019-01-19,11075,5
100522,2019-06-26,6220,2
101479,2019-12-07,4500,2
104389,2019-03-27,5112,2
101726,2019-07-08,4640,2
102922,2019-06-08,7170,1
102730,2019-12-16,2970,1
102427,2019-12-28,3560,1
103317,2019-06-03,3635,2
102870,2019-05-11,11200,3
105423,2019-06-02,8424,1
102865,2019-01-16,13730,5
104121,2019-05-20,23500,3
100929,2019-10-19,6232,1
104871,2019-10-02,2630,2
102666,2019-09-27,6085,3
102337,2019-03-19,5280,2
105568,2019-03-11,6396,3
103412,2019-01-30,4250,1
103657,2019-03-04,4880,3
100395,2019-08-06,18867,11
102098,2019-05-22,7448,1
101599,2019-08-20,9100,1
100648,2019-07-25,13489,5
104640,2019-07-08,11200,2
102065,2019-07-15,2800,1
104595,2019-01-26,19200,2
104399,2019-04-12,6360,1
101848,2019-02-23,83440,3
101839,2019-12-09,2920,2
100459,2019-11-21,11400,1
105092,2019-11-30,3640,2
101177,2019-08-14,6240,1
100570,2019-02-16,6000,1
103230,2019-05-13,10500,3
102488,2019-02-08,52832,6
102974,2019-05-20,1785,1
101566,2019-09-22,3024,1
100234,2019-08-27,4745,3
101673,2019-11-28,10640,4
102023,2019-11-11,4425,2
105578,2019-03-30,8900,1
104874,2019-05-29,7901,4
104879,2019-12-19,4701,3
101516,2019-12-31,13836,3
100209,2019-11-11,12000,1
102412,2019-12-19,5260,2
103183,2019-05-26,32920,6
103185,2019-12-16,9143,2
102506,2019-12-09,6670,2
105118,2019-08-21,6444,2
102217,2019-01-12,24087,3
101399,2019-02-19,4998,2
103084,2019-01-02,31105,9
103098,2019-07-24,5640,1
105656,2019-07-16,1850,1
104503,2019-04-21,9300,1
103851,2019-12-08,2900,1
105748,2019-02-25,26030,4
100238,2019-01-22,9960,1
100239,2019-08-12,2908,2
102198,2019-05-21,7920,1
102549,2019-11-26,3330,2
103141,2019-01-28,6285,3
105124,2019-11-18,127920,2
103949,2019-09-22,7960,1
105667,2019-04-23,21715,5
102284,2019-07-09,2088,1
102636,2019-09-17,6470,2
101435,2019-10-24,5456,1
105642,2019-11-03,15924,3
105285,2019-04-29,4370,1
104833,2019-07-22,4700,1
102268,2019-11-05,2354,2
102165,2019-06-23,48268,3
105944,2019-01-14,3942,1
102826,2019-01-26,14940,1
101214,2019-12-14,4400,2
103192,2019-08-11,3245,2
102857,2019-07-19,26158,2
105517,2019-10-16,3648,3
103805,2019-08-08,9542,3
100450,2019-10-27,9236,4
101043,2019-07-19,23115,4
100497,2019-10-22,3740,1
104552,2019-07-01,11400,1
102691,2019-05-22,3407,2
104075,2019-01-01,4710,2
102038,2019-08-03,7560,2
103564,2019-03-04,25878,5
104545,2019-09-16,6668,3
103288,2019-01-22,1980,1
105033,2019-02-21,13520,2
105287,2019-07-14,4875,3
102876,2019-12-30,2346,1
102910,2019-02-13,4948,3
105581,2019-02-10,26036,5
103776,2019-07-02,14500,1
101667,2019-05-16,3102,2
101108,2019-06-03,8650,2
102841,2019-04-11,7515,2
104852,2019-06-07,22950,3
105893,2019-12-19,2850,1
102793,2019-12-31,3540,2
102454,2019-12-24,9900,1
100345,2019-11-06,3003,1
102551,2019-03-16,22628,3
100585,2019-03-30,27790,3
100587,2019-10-20,26230,1
105725,2019-03-03,51735,10
103042,2019-02-16,1500,1
105852,2019-09-22,2531,2
101938,2019-12-28,5742,2
104140,2019-07-14,4200,1
102988,2019-11-09,3720,1
101485,2019-08-31,2940,1
102184,2019-01-07,11082,3
104993,2019-01-23,8396,2
100683,2019-12-09,6501,3
104454,2019-07-09,5070,3
103132,2019-01-28,8290,2
103400,2019-02-27,8589,3
100021,2019-08-14,2991,1
100371,2019-07-29,17100,1
104373,2019-02-17,21337,2
103273,2019-01-13,3560,1
100985,2019-07-11,12346,4
105677,2019-04-17,4380,1
100106,2019-03-12,7750,2
102393,2019-07-01,15072,4
102663,2019-01-27,3560,1
105396,2019-08-19,6080,1
101755,2019-09-21,20160,1
100127,2019-11-12,3960,1
104225,2019-10-27,119352,3
101403,2019-11-02,6938,3
102447,2019-10-17,4922,2
100640,2019-06-15,5840,3
101098,2019-10-08,19800,1
103604,2019-11-04,40386,3
103595,2019-01-16,5960,1
103791,2019-03-26,32018,4
100740,2019-12-23,6035,3
105068,2019-07-23,16400,1
103048,2019-10-09,8809,4
104477,2019-09-26,5102,2
103433,2019-05-12,3476,1
102485,2019-07-20,5940,1
104942,2019-09-11,8431,2
101618,2019-09-23,9722,4
102410,2019-09-18,5920,1
103921,2019-11-21,3325,1
102768,2019-08-26,17880,1
105915,2019-04-09,4160,2
103412,2019-03-05,9400,1
102456,2019-04-14,6900,2
101427,2019-06-29,2677,2
100152,2019-12-04,5160,2
105817,2019-12-31,7202,2
103682,2019-02-03,9300,1
105210,2019-07-01,8130,1
103054,2019-05-20,12250,5
103708,2019-11-13,3781,1
101692,2019-02-27,10144,5
102998,2019-01-01,7740,1
104851,2019-02-26,5340,1
101241,2019-12-10,2580,1
100228,2019-02-10,12000,2
104391,2019-07-17,1476,1
101830,2019-08-24,4870,2
103444,2019-07-29,7094,3
100342,2019-01-14,7760,2
101731,2019-03-20,4523,3
105236,2019-03-24,4300,1
102777,2019-02-23,4593,2
101275,2019-07-03,8100,1
101626,2019-12-08,7760,1
102420,2019-12-03,67500,2
101160,2019-06-27,11559,4
103423,2019-10-14,3600,1
104425,2019-02-10,14125,2
104473,2019-08-27,40727,8
101511,2019-07-16,6681,2
103112,2019-12-24,4600,2
103965,2019-07-01,2100,1
105838,2019-08-24,6652,2
104059,2019-06-23,7456,1
103453,2019-07-15,4150,2
104665,2019-04-10,3000,2
100192,2019-09-24,15808,1
103163,2019-06-23,3078,2
104703,2019-01-02,10679,1
104050,2019-01-31,4241,2
105707,2019-06-10,3274,2
102642,2019-06-01,155873,3
103559,2019-01-26,3628,2
103740,2019-10-31,14916,2
103461,2019-03-24,12633,4
105068,2019-12-15,2486,2
101033,2019-08-08,26041,5
100163,2019-08-18,4692,2
104825,2019-10-27,8177,2
105423,2019-12-01,3600,1
103710,2019-03-03,1640,1
100055,2019-07-17,2368,2
105367,2019-07-14,14463,3
100449,2019-05-12,8040,2
102247,2019-09-08,14340,1
100564,2019-09-10,9010,3
105406,2019-09-07,7930,3
102098,2019-11-21,16430,3
104907,2019-12-05,7264,2
103082,2019-11-06,11900,1
103997,2019-06-19,6250,1
101841,2019-05-06,3728,3
103344,2019-07-16,5000,2
105033,2019-03-28,3967,2
104443,2019-05-31,4092,3
104587,2019-09-23,26720,2
102952,2019-08-12,6792,3
105287,2019-08-21,27025,2
100019,2019-07-04,9601,4
101687,2019-03-30,12250,3
104834,2019-04-24,13168,1
105000,2019-10-08,5500,1
101070,2019-12-07,3250,1
102213,2019-03-20,11520,1
103567,2019-08-11,8200,2
103417,2019-04-02,5370,1
100184,2019-01-14,3200,2
105073,2019-01-23,3450,1
100655,2019-03-13,3834,2
101355,2019-02-11,6400,1
105167,2019-01-13,1280,1
100904,2019-11-26,2800,1
101650,2019-03-29,1292,1
100045,2019-03-27,29720,5
105160,2019-04-15,10400,1
104802,2019-12-16,9300,1
103084,2019-07-01,49475,5
100340,2019-05-13,13667,4
102665,2019-02-14,7800,2
101135,2019-10-23,9510,2
102791,2019-08-12,6400,2
103964,2019-08-21,14600,2
105117,2019-10-27,1920,1
105667,2019-10-22,13890,4
102736,2019-10-15,11740,2
103435,2019-02-23,5520,1
105941,2019-03-19,55170,2
103418,2019-10-24,1140,1
101110,2019-06-20,19950,1
102680,2019-05-28,4000,1
100768,2019-08-14,130273,5
104277,2019-07-28,25138,2
103316,2019-12-22,3680,1
101562,2019-01-23,16764,4
102393,2019-08-08,31976,4
102066,2019-08-18,6400,1
104619,2019-09-09,1222,1
105972,2019-07-10,35780,2
105396,2019-09-26,14822,2
101755,2019-10-28,14400,1
100252,2019-08-18,8800,1
101349,2019-06-26,4250,1
102506,2019-07-13,10800,2
104120,2019-07-10,88221,2
102751,2019-09-23,3005,1
101541,2019-03-30,3560,1
102112,2019-11-26,3510,1
101171,2019-02-25,9330,2
104949,2019-12-10,2360,2
101533,2019-05-28,5228,2
103971,2019-04-16,3960,1
103980,2019-11-06,8200,2
100582,2019-11-19,32980,2
101524,2019-01-04,3800,1
105010,2019-01-30,17298,2
101719,2019-02-10,5242,2
100070,2019-12-01,19750,1
102379,2019-08-25,3200,1
101726,2019-09-22,11477,1
101624,2019-11-30,3350,2
101618,2019-10-30,4980,2
102410,2019-10-25,3600,1
103873,2019-12-26,3982,2
100308,2019-02-10,10780,1
101209,2019-03-04,16450,2
102800,2019-05-28,7821,2
100750,2019-01-19,8865,2
104247,2019-07-29,8000,2
101403,2019-01-14,3575,1
104510,2019-09-10,3700,3
103907,2019-01-04,3135,1
104640,2019-09-22,5590,2
105188,2019-02-27,21320,2
103302,2019-08-18,5693,2
105300,2019-07-20,2300,1
103145,2019-12-29,8180,2
101027,2019-06-19,6166,1
102488,2019-04-22,2185,1
102928,2019-04-17,13835,4
103571,2019-02-18,2560,2
100293,2019-02-11,9310,1
102817,2019-12-13,1314,1
104472,2019-03-12,68160,2
104823,2019-09-17,39638,6
102713,2019-01-09,3398,2
102457,2019-01-16,19800,1
104253,2019-03-24,31994,3
100302,2019-06-25,8844,1
104258,2019-10-14,4410,1
100852,2019-01-14,3980,1
101250,2019-07-14,3116,1
102300,2019-05-27,2040,1
100145,2019-11-04,7640,3
104960,2019-08-24,3180,1
103634,2019-07-25,221263,11
101241,2019-02-22,2945,1
100742,2019-05-20,8614,3
103559,2019-03-01,14380,1
104525,2019-02-23,5714,3
105691,2019-11-13,15800,1
103083,2019-12-25,21554,3
103176,2019-05-25,10330,3
102326,2019-02-18,5637,3
101626,2019-02-20,7153,2
105553,2019-02-03,6300,1
100337,2019-11-18,6880,2
100939,2019-04-23,4320,2
100709,2019-06-22,1036,1
104269,2019-12-31,3158,2
104838,2019-06-04,53535,6
102245,2019-06-11,7905,2
103663,2019-04-15,3768,2
104194,2019-08-07,11940,2
102800,2019-10-20,3220,1
105204,2019-01-28,6164,3
103645,2019-03-20,1550,1
104356,2019-12-01,6370,3
101046,2019-01-03,2699,2
103949,2019-01-09,7760,1
104009,2019-05-13,3325,1
102542,2019-12-01,1045,1
100464,2019-05-25,9478,3
102045,2019-07-31,14450,3
100736,2019-10-03,3116,1
101085,2019-02-28,3762,1
104548,2019-09-05,11685,3
104291,2019-02-22,5106,2
104338,2019-02-17,10450,1
103685,2019-03-14,4530,1
101212,2019-10-02,16905,4
105068,2019-02-27,9800,1
102562,2019-09-24,8465,3
100928,2019-07-07,4700,1
104330,2019-04-15,10455,2
102524,2019-02-17,6462,2
101222,2019-02-03,3900,1
104031,2019-02-19,8974,4
102910,2019-04-27,6150,1
104032,2019-09-09,9283,2
100360,2019-03-02,8042,2
103976,2019-04-22,5120,3
105026,2019-03-03,24000,1
101565,2019-10-06,3089,2
100959,2019-10-30,71568,8
105773,2019-01-28,5856,1
104852,2019-08-21,8912,2
102661,2019-01-24,21236,2
105868,2019-01-21,1720,1
101603,2019-05-09,24320,2
103913,2019-08-23,15216,4
103609,2019-02-13,7020,1
103307,2019-09-15,8030,5
102351,2019-10-24,2916,2
105859,2019-03-16,3423,1
105408,2019-12-31,7688,2
102402,2019-08-11,3645,1
102733,2019-08-13,9520,3
103565,2019-01-13,23500,1
101890,2019-08-25,8000,2
105747,2019-03-09,15204,1
104899,2019-04-15,6900,1
100028,2019-02-08,3716,1
105117,2019-12-02,6870,2
101855,2019-12-14,3790,2
102976,2019-12-04,49213,4
101105,2019-01-05,1980,1
101110,2019-07-27,20790,3
104486,2019-09-01,8850,2
101699,2019-07-22,3340,2
100417,2019-03-16,2500,1
100221,2019-06-02,3877,2
101224,2019-04-20,6600,3
103077,2019-06-13,5643,1
101225,2019-11-10,8640,2
104921,2019-02-18,3242,2
105498,2019-09-03,28845,3
100891,2019-05-01,5580,3
102010,2019-05-06,7443,5
103264,2019-06-29,6000,1
103185,2019-08-27,3212,2
104617,2019-01-22,1378,1
101541,2019-05-05,3730,2
104397,2019-05-16,6940,1
102684,2019-06-06,31905,6
103532,2019-12-18,13080,2
105117,2019-01-07,3380,1
102187,2019-12-28,9324,1
102537,2019-12-11,41232,6
101855,2019-01-19,10470,5
103493,2019-11-02,4287,2
101734,2019-08-31,6423,2
102737,2019-07-17,14662,2
101524,2019-02-11,3800,1
101282,2019-11-24,9900,1
101328,2019-04-29,19450,3
105010,2019-03-05,1520,1
104441,2019-11-23,13350,2
103684,2019-01-16,2520,2
102485,2019-10-02,2538,1
102122,2019-03-17,3790,2
100389,2019-05-25,54060,3
105281,2019-03-16,5340,1
100400,2019-12-15,12355,2
101606,2019-05-15,27161,5
105514,2019-04-30,10160,2
100243,2019-01-01,4580,2
101568,2019-08-18,6754,2
103421,2019-10-11,6912,1
104314,2019-07-06,9977,3
103272,2019-12-24,60231,1
103762,2019-02-19,6670,2
105270,2019-11-26,7992,2
103193,2019-11-12,10945,3
105970,2019-10-24,10903,1
104640,2019-10-29,4440,1
101099,2019-08-17,3412,2
100843,2019-08-24,6980,1
101389,2019-09-01,10620,2
102119,2019-08-28,5560,3
103048,2019-01-28,2700,1
101265,2019-04-09,3800,1
104800,2019-05-03,1663,1
101266,2019-10-31,19936,3
101129,2019-05-18,18160,2
102999,2019-10-16,7980,2
102334,2019-12-22,4240,1
102777,2019-05-05,13150,3
101017,2019-01-15,4980,1
101618,2019-01-10,3020,1
102410,2019-01-05,3180,1
102417,2019-07-27,17283,6
100929,2019-03-13,17627,4
104373,2019-09-23,27010,4
100936,2019-10-03,3508,3
104776,2019-10-29,5310,1
104874,2019-09-18,4318,2
101511,2019-09-30,39410,2
105916,2019-02-18,6293,3
102518,2019-11-24,10420,2
100171,2019-12-06,10220,2
102261,2019-05-09,4778,2
101412,2019-08-24,10680,3
103009,2019-10-24,9537,4
100012,2019-07-14,4200,1
102253,2019-07-07,4878,2
100672,2019-07-09,1690,1
102288,2019-09-15,4600,1
101450,2019-03-27,3210,1
101401,2019-11-18,8960,3
105707,2019-08-24,17800,1
105780,2019-10-28,5698,2
101792,2019-05-08,3090,2
105740,2019-06-04,7930,2
101130,2019-01-13,4900,1
104556,2019-08-12,75345,6
104140,2019-03-25,62340,6
105055,2019-08-07,20400,2
100726,2019-10-23,3980,1
105541,2019-08-11,3850,2
104935,2019-09-03,4186,1
103971,2019-10-15,3265,2
101976,2019-04-10,9660,3
101516,2019-05-25,3560,1
103671,2019-03-24,4960,2
101563,2019-08-28,1780,1
103724,2019-09-19,18985,3
100685,2019-03-04,1620,1
102314,2019-05-10,3705,1
104667,2019-02-19,17267,1
104708,2019-09-09,1215,1
102800,2019-11-27,3420,1
103657,2019-11-17,3692,1
101403,2019-07-13,8330,2
104087,2019-11-12,3440,1
101995,2019-09-21,4770,1
101999,2019-02-16,49480,6
100501,2019-04-24,7940,2
102533,2019-08-16,1653,1
105145,2019-04-28,3440,2
100531,2019-09-04,19760,1
100927,2019-01-24,6038,4
101037,2019-06-17,1900,1
102375,2019-06-05,17120,1
105596,2019-12-17,9646,2
102437,2019-12-29,14910,2
101215,2019-11-30,12336,3
104971,2019-06-13,3690,1
101556,2019-06-21,6473,2
104197,2019-05-09,52353,8
101406,2019-02-12,1980,1
102956,2019-04-17,4320,1
102820,2019-07-22,3931,1
105164,2019-10-07,4923,1
105809,2019-02-18,4600,2
102948,2019-06-15,8324,4
104907,2019-03-24,4320,1
103084,2019-09-15,23182,4
101365,2019-11-28,44948,5
102065,2019-05-01,8260,3
100285,2019-09-30,11565,4
104567,2019-06-24,10400,2
101475,2019-01-06,29390,4
101105,2019-02-12,1050,1
101110,2019-09-02,12160,1
105000,2019-01-27,2715,1
101699,2019-08-29,8776,4
102680,2019-08-10,3876,1
103461,2019-10-30,9380,2
101519,2019-07-13,4310,2
103423,2019-09-30,9540,1
102317,2019-06-30,3875,1
100814,2019-04-20,4960,1
103303,2019-02-11,6430,2
105173,2019-07-09,3048,1
103781,2019-02-06,5980,1
100037,2019-04-22,4480,2
102065,2019-01-16,6570,2
100589,2019-12-23,7820,1
100511,2019-03-24,7360,1
105296,2019-01-15,98000,1
101382,2019-04-21,7632,1
102689,2019-09-17,3740,2
105598,2019-04-27,31140,4
104827,2019-01-14,4000,1
101591,2019-07-10,13340,2
105498,2019-06-25,9643,4
105379,2019-09-15,2574,1
100891,2019-02-23,30100,2
100111,2019-07-30,2864,2
104858,2019-02-06,4463,1
100311,2019-03-04,7000,1
101050,2019-03-27,75000,1
105863,2019-08-08,15774,3
104303,2019-03-16,1476,1
101844,2019-02-15,4280,2
103600,2019-08-10,6300,1
101384,2019-10-28,8800,1
100192,2019-02-18,3500,1
105755,2019-03-16,4575,3
102112,2019-10-23,8080,1
105952,2019-09-25,3397,1
100730,2019-01-13,3980,1
105704,2019-05-14,3200,2
105708,2019-12-04,3716,2
102619,2019-12-16,10260,2
100582,2019-10-16,22470,2
101585,2019-09-02,7920,1
105141,2019-08-11,6650,3
103494,2019-09-30,8480,2
104942,2019-09-15,20626,2
105514,2019-02-20,2820,2
103394,2019-11-28,13186,5
103869,2019-05-01,6057,2
100268,2019-05-13,24165,5
104314,2019-04-28,4419,2
101965,2019-05-18,5580,1
104867,2019-04-23,9700,1
105824,2019-04-15,20036,8
105325,2019-07-13,2505,2
102840,2019-02-17,3543,1
103097,2019-05-09,20502,3
100585,2019-08-26,10648,3
101265,2019-01-31,5812,1
105128,2019-01-14,3880,1
101688,2019-02-21,1960,1
101283,2019-05-09,3135,1
100631,2019-12-28,1690,1
102381,2019-10-07,7820,1
103953,2019-05-20,3144,1
105040,2019-06-14,10315,2
103400,2019-07-23,3824,2
100370,2019-06-03,4280,2
103529,2019-06-02,5046,2
104874,2019-07-08,6000,1
103198,2019-04-29,11040,1
103701,2019-04-24,3035,2
100695,2019-04-22,11250,1
105780,2019-08-18,39672,1
100290,2019-07-10,5190,2
101900,2019-11-26,3440,2
100587,2019-04-21,3470,1
102600,2019-10-24,4105,2
103743,2019-02-05,29434,3
104029,2019-12-29,133538,10
103441,2019-09-07,4308,2
104560,2019-12-24,28376,5
103898,2019-10-03,7393,3
105935,2019-11-23,3600,1
100055,2019-07-21,10760,3
105870,2019-02-12,6128,4
104914,2019-03-21,2850,1
100043,2019-01-14,15200,2
102199,2019-02-27,11480,2
101427,2019-11-25,5389,2
105809,2019-11-03,8242,4
100897,2019-02-13,9950,3
102098,2019-11-25,6440,1
100642,2019-07-06,3960,1
104453,2019-01-22,6682,3
102345,2019-06-26,13336,3
100493,2019-11-23,27510,2
103698,2019-04-27,12927,4
102552,2019-01-31,3120,1
104041,2019-12-30,16050,3
100454,2019-11-02,25810,3
104031,2019-01-16,5250,1
103729,2019-08-18,3710,2
102410,2019-03-19,7829,3
105423,2019-01-10,1318,1
102417,2019-10-09,11442,3
105577,2019-03-11,5600,2
104122,2019-07-18,13655,2
101556,2019-04-11,59373,2
100100,2019-01-28,4959,3
100101,2019-08-18,8790,1
105938,2019-11-22,4460,2
103177,2019-05-07,3192,1
105360,2019-05-11,24080,7
104059,2019-11-19,6651,2
104640,2019-02-16,5365,2
104665,2019-09-06,17406,8
105206,2019-02-11,3500,1
104596,2019-03-24,1650,1
105357,2019-11-23,9876,2
101289,2019-12-28,6760,1
104571,2019-11-04,5480,1
104845,2019-12-05,5674,2
105667,2019-10-26,3380,1
104041,2019-02-03,3180,1
101776,2019-11-18,5160,1
102936,2019-10-23,6780,1
103022,2019-07-13,3980,1
100867,2019-12-22,9667,3
104295,2019-10-08,13520,1
105556,2019-12-14,39450,2
103074,2019-11-22,4589,1
100008,2019-04-23,2556,2
100113,2019-06-01,44510,4
102825,2019-01-07,3020,2
103185,2019-07-24,4180,2
103112,2019-06-25,23320,2
100957,2019-12-02,3000,1
101959,2019-03-30,2615,2
105212,2019-03-19,3028,2
104667,2019-05-01,6848,2
100692,2019-07-17,16800,1
100192,2019-03-25,9000,1
105755,2019-04-23,8963,4
103002,2019-10-31,10342,3
101639,2019-01-16,10600,2
100683,2019-02-25,11000,1
101892,2019-07-06,4294,3
101136,2019-02-19,16908,2
105010,2019-02-02,58840,3
101719,2019-02-14,1140,1
103638,2019-07-08,7970,2
100829,2019-06-24,4811,2
100876,2019-06-19,24600,1
102532,2019-04-08,12500,3
103233,2019-09-28,16900,1
103356,2019-06-13,12540,1
100065,2019-05-05,13075,3
103873,2019-12-30,1431,1
101687,2019-08-26,13500,1
104314,2019-06-03,17070,4
101069,2019-10-13,19200,1
102818,2019-01-02,13960,1
101316,2019-05-14,11030,3
105674,2019-01-13,19600,1
104369,2019-09-29,3384,1
100711,2019-12-28,15500,2
105974,2019-10-02,3600,1
105612,2019-12-04,10781,2
101649,2019-02-03,3960,1
102303,2019-07-28,3920,1
100694,2019-10-02,1580,1
101244,2019-04-23,2800,2
104949,2019-01-19,26700,1
101937,2019-03-01,30376,1
102619,2019-02-28,20820,2
100280,2019-07-30,4500,3
102940,2019-10-27,14538,2
105048,2019-04-19,20846,5
103639,2019-03-03,7580,3
